recipe_id,calories,protein_grams,carbs_grams,fats_grams,fiber_grams,sodium_mg,sugar_grams,source,confidence,review_status,notes,draft_status,matched_ingredient_count,unmatched_ingredients,fdc_matches
ph_801,128,2.8,9.4,9.0,1.7,17,2.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,1/4 Cup Oil (no FDC match for oil) | Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water),"1 slab Pork belly (lechon kawali cut (around 1/2 kg), tenderized, cubed) => slab pork belly tenderized [100.0g, FDC local:pork belly] | 1 medium potato (peeled, cubed) => potato [170.0g, FDC local:potato] | 1 Small red onion (peeled, diced) => onion [110.0g, FDC local:onion] | 2 cloves Garlic (peeled, minced) => garlic [6.0g, FDC local:garlic] | 2 tomatoes (cored, diced) => tomatoes [240.0g, FDC local:tomato] | 1 Small carrot (peeled, cubed) => carrot [60.0g, FDC local:carrot]"
ph_802,152,3.1,5.0,13.3,0.2,489,4.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=8. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,1/4 Cup Salt (no FDC match for salt) | 1 bay leaf (no FDC match for bay leaf) | water (as needed) (ignored seasoning/water) | Oil (for deep-frying) (ignored frying oil reserve) | 1/2 Cup cilantro leaves (chopped) (no FDC match for cilantro leaves) | 1/4 Cup Calamansi Juice (no FDC match for calamansi juice),"2 slabs Pork belly (about 1 kg, lechon kawali cut) => slabs pork belly [200.0g, FDC local:pork belly] | 1 teaspoon black peppercorns => peppercorns [2.7g, FDC local:corn] | 1/2 Cup Soy Sauce => soy sauce [70.0g, FDC local:soy sauce] | 1/4 Cup brown sugar => brown sugar [31.2g, FDC local:sugar] | 1/2 medium red onion (peeled, chopped) => onion [55.0g, FDC local:onion]"
ph_803,60,5.2,5.7,2.3,1.8,36,3.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,"3 cups water (divided) (ignored seasoning/water) | 2 150-gram packs Tamarind (Sampalok) (no FDC match for - packs tamarind) | 2 tablespoons Oil (no FDC match for oil) | 1 radish (labanos) (lightly peeled, sliced into rounds) (no FDC match for radish) | 1 green finger chili (siling pangsigang) (no FDC match for finger chili) | patis (to taste) (missing quantity)","1 medium red onion (peeled, quartered) => onion [110.0g, FDC local:onion] | 4 tomatoes (cored) => tomatoes [480.0g, FDC local:tomato] | 1/4 kilo fresh suahe/shrimps (antennae and veins removed) => kilo suahe/shrimps [5.0g, FDC local:shrimp] | 1 medium boneless bangus (quartered) => boneless milkfish [100.0g, FDC local:milkfish] | 1 bunch kangkong (leaves and tender stems) => kangkong [150.0g, FDC local:spinach]"
ph_804,81,4.8,3.6,4.8,0.3,652,0.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,1/4 Cup Oil (no FDC match for oil) | 2 laurel leaves (no FDC match for laurel leaves) | 1 1/2 Cup water (no FDC match for water) | ground black pepper (to taste) (ignored seasoning/water),"1/2 kilo chicken legs (about 8 pieces) => kilo chicken legs [50.0g, FDC local:chicken] | 1/2 kilo Pork belly (cubed) => kilo pork belly [50.0g, FDC local:pork belly] | 1/2 Cup Soy Sauce => soy sauce [70.0g, FDC local:soy sauce] | 1 1/4 Cup white vinegar => vinegar [175.0g, FDC local:vinegar] | 1 head Garlic (cloves separated) => garlic [50.0g, FDC local:garlic]"
ph_805,286,5.1,43.4,10.8,2.5,9,12.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=8. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"1/4 Cup small sago (no FDC match for sago) | 2 1/2 cups water (divided) (no FDC match for water) | 1/2 teaspoon ube flavoring (no FDC match for ube flavoring) | 1 1/2 Cup water (no FDC match for water) | 2 saba bananas (peeled, sliced) (no FDC match for saba bananas)","1 tablespoon sugar => sugar [12.5g, FDC local:sugar] | 1 Cup glutinous rice flour => glutinous rice flour [240.0g, FDC local:flour] | 1/2 Cup sugar => sugar [62.5g, FDC local:sugar] | 2 Small sweet potatoes (kamote) (peeled, sliced into half moons) => sweet potatoes [340.0g, FDC local:potato] | 1 Cup coconut cream => coconut cream [240.0g, FDC local:coconut cream] | 1/2 Cup sweetened jackfruit (langka) (preserved) => sweetened jackfruit [70.0g, FDC local:jackfruit]"
ph_806,34,5.4,1.5,0.6,0.1,13,0.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,3,1/4 Cup Calamansi Juice (no FDC match for calamansi juice) | 1 bunch lemongrass (tanglad) (bulb finely chopped) (no FDC match for lemongrass) | bamboo sticks (for spearing) (missing quantity) | 1/4 Cup Oil (no FDC match for oil) | 1 teaspoon anatto seeds (atsuete) (no FDC match for anatto seeds) | Salt (to taste) (ignored seasoning/water) | Soy Sauce (to taste) (missing quantity) | coconut sap vinegar (sukang tuba) (to serve) (missing quantity) | siling labuyo (to serve) (missing quantity),"6 cloves Garlic (peeled, chopped) => garlic [18.0g, FDC local:garlic] | 2 tablespoons ginger (peeled, grated) => ginger [16.0g, FDC local:ginger] | 1 whole Chicken (cut into 6 pieces) => chicken [100.0g, FDC local:chicken]"
ph_807,267,27.4,5.7,14.0,0.5,64,3.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"2 stalks Lemongrass (white part only) (no FDC match for stalks lemongrass) | 1/4 teaspoon Pepper (no FDC match for pepper) | 1/2 teaspoon Salt (no FDC match for salt) | 1 1/2 tablespoons patis (no FDC match for patis) | 1 teaspoon Calamansi Juice (no FDC match for calamansi juice) | 1 400-gram can garbanzos (rinsed, drained) (no FDC match for - can garbanzos) | 1/2 Cucumber (seeds removed and diced) (no FDC match for cucumber) | 1/4 teaspoon ground cumin (no FDC match for cumin) | Oil (for frying) (ignored frying oil reserve)","2 cloves Garlic (peeled) => garlic [6.0g, FDC local:garlic] | 1 Small onion (peeled) => onion [110.0g, FDC local:onion] | 2 teaspoons sugar => sugar [8.3g, FDC local:sugar] | 4 pork chops (skins removed) => pork chops [400.0g, FDC local:pork] | 2 tablespoons Vinegar => vinegar [30.0g, FDC local:vinegar] | 1/2 teaspoon sugar => sugar [2.1g, FDC local:sugar]"
ph_808,411,4.8,38.5,29.5,3.7,19,21.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,4,condensed milk (for topping (optional)) (missing quantity),"2 cups coconut milk => coconut milk [480.0g, FDC local:coconut milk] | 1/2 Cup malagkit rice (or glutinous rice) => malagkit rice [120.0g, FDC local:rice] | 1/2 Cup sugar => sugar [62.5g, FDC local:sugar] | 1 Cup Corn kernels (plus more, for topping) => corn kernels [150.0g, FDC local:corn]"
ph_809,115,2.8,3.4,10.5,0.9,269,1.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,"Leeks (use one bunch, green parts only) (missing quantity) | 2 tablespoons yellow curry powder (no FDC match for curry powder) | 1 green finger chili (siling pangsigang) (no FDC match for finger chili) | Salt (ignored seasoning/water) | Pepper (ignored seasoning/water) | cilantro leaves (to garnish) (missing quantity)","2 cloves Garlic (crushed, plus 1 tablespoon chopped garlic) => garlic [6.0g, FDC local:garlic] | 1 teaspoon black peppercorns => peppercorns [2.7g, FDC local:corn] | 1/2 kilo mud crabs (alimango) (cleaned) => kilo mud crabs [50.0g, FDC local:crab] | 2 tablespoons vegetable oil => cooking oil [27.2g, FDC local:cooking oil] | 2 tablespoons white onion (chopped) => onion [16.0g, FDC local:onion] | 2 tablespoons sliced ginger => ginger [16.0g, FDC local:ginger] | 1 can coconut milk (use 400-gram can) => can coconut milk [100.0g, FDC local:coconut milk] | 1/2 Cup red bell peppers (cubed) => bell peppers [70.0g, FDC local:bell pepper] | 2 teaspoons fish sauce (patis) => fish sauce [10.0g, FDC local:fish sauce]"
ph_810,53,8.7,1.8,1.0,0.2,500,0.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,4,"2 tablespoons Worcestershire sauce (no FDC match for worcestershire sauce) | 1/4 Cup water (ignored seasoning/water) | 1 tablespoon Jalapenos (canned, chopped) (no FDC match for jalapenos) | 1 bay leaf (no FDC match for bay leaf) | 1/4 Cup atsuete oil (no FDC match for atsuete oil)","1 kilo chicken wings => kilo chicken wings [100.0g, FDC local:chicken] | 1/4 Cup Soy Sauce => soy sauce [35.0g, FDC local:soy sauce] | 1/4 Cup white vinegar => vinegar [35.0g, FDC local:vinegar] | 2 tablespoons Garlic (chopped) => garlic [16.0g, FDC local:garlic]"
ph_811,53,5.4,6.0,1.2,1.6,507,1.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,3 scallions (thinly sliced) (no FDC match for scallions) | 1 tablespoon liquid seasoning (no FDC match for liquid seasoning) | 2 teaspoons sesame oil (no FDC match for sesame oil) | Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water),"1/4 kilo ground pork => kilo pork [25.0g, FDC local:pork] | 1/4 kilo Shrimp (peeled, deveined, coarsely chopped) => kilo shrimp [5.0g, FDC local:shrimp] | 3 cloves Garlic (minced) => garlic [9.0g, FDC local:garlic] | 1 teaspoon fresh ginger (grated) => ginger [2.7g, FDC local:ginger] | 5 cups pork broth => pork broth [1200.0g, FDC local:broth] | 1 Cup frozen green peas (thawed) => green peas [150.0g, FDC local:green peas] | 1/2 small head cabbage (shredded) => cabbage [50.0g, FDC local:cabbage] | 1 Cup malunggay leaves => moringa leaves leaves [30.0g, FDC local:moringa leaves]"
ph_812,423,32.6,42.8,16.2,7.7,113,14.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,14,Salt (ignored seasoning/water) | 4 to 5 cups water (or rice washing) (no FDC match for water) | patis (fish sauce) (missing quantity) | Soy Sauce (to taste) (missing quantity),"4 pieces (about 500 grams each) white fish steaks (like maya-maya, cleaned) => fish steaks [400.0g, FDC local:fish] | 1 tablespoon vegetable oil => cooking oil [13.6g, FDC local:cooking oil] | 5 cloves Garlic (peeled and crushed) => garlic [15.0g, FDC local:garlic] | 1 Small white onion (sliced) => onion [110.0g, FDC local:onion] | 2 pieces ginger (Thumb-sized, peeled sliced into thin rounds) => ginger [200.0g, FDC local:ginger] | 6 to 8 black peppercorns => peppercorns [140.0g, FDC local:corn] | 1 small head cabbage (cleaned and quartered) => cabbage [100.0g, FDC local:cabbage] | 1 bunch Baguio pechay (cleaned and ends removed) => baguio bok choy [150.0g, FDC local:bok choy] | 4 stalks green onions (trimmed and cut into 1/2-inch pieces) => stalks onions [440.0g, FDC local:onion] | 1 1/2 tablespoons vegetable oil => cooking oil [20.4g, FDC local:cooking oil] | 1 (250-gram) block firm tofu (tokwa) (or fermented soybean (tahure), mashed) => block tofu mashed [100.0g, FDC local:tofu] | 5 cloves Garlic (peeled and crushed) => garlic [15.0g, FDC local:garlic] | 1 red onion (small, sliced) => onion [110.0g, FDC local:onion] | 5 red native tomatoes (medium, sliced) => native tomatoes [600.0g, FDC local:tomato]"
ph_814,984,11.5,31.2,97.4,7.3,63,11.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,3 pieces green finger chili (siling haba) (sliced) (no FDC match for finger chili) | Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water),"2 tablespoons cooking oil => cooking oil [27.2g, FDC local:cooking oil] | 2 cloves Garlic (minced) => garlic [6.0g, FDC local:garlic] | 1 piece ginger ((thumb-sized), sliced) => ginger [100.0g, FDC local:ginger] | 1 medium red onion (sliced) => onion [110.0g, FDC local:onion] | 1/2 kilo Shrimp (medium-sized) => kilo shrimp [10.0g, FDC local:shrimp] | 2 cups coconut cream (kakang gata) => coconut cream [480.0g, FDC local:coconut cream]"
ph_815,130,2.4,0.0,13.3,0.0,8,0.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,2,Salt (to taste) (ignored seasoning/water) | Pepper (to taste) (ignored seasoning/water) | Oil (for deep-frying) (ignored frying oil reserve) | 1 Cup honey (no FDC match for honey) | 1/2 tablespoon patis (no FDC match for patis) | Calamansi Juice (from 3 pieces of calamansi) (missing quantity),"1 kilo whole pork belly (liempo) => kilo pork belly [100.0g, FDC local:pork belly] | 1/4 teaspoon Knorr SavorRich Pork => knorr savorrich pork [0.7g, FDC local:pork]"
ph_816,267,21.2,39.1,1.8,1.9,1241,2.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,11,"2 tablespoons olive oil (no FDC match for olive oil) | prawns (heads only, crushed) (missing quantity) | 2 20-gram packs sinigang sa sampaloc mix (no FDC match for - packs sinigang sa sampaloc mix) | 1 siling pansigang (no FDC match for siling pansigang) | Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water) | 1/3 Cup radish (sliced) (no FDC match for radish) | 1/4 Cup string beans (sliced) (no FDC match for string beans) | 1 green finger chili (siling pangsigang) (no FDC match for finger chili) | 500 Grams prawns (cleaned and trimmed, reserve heads of half the prawns) (no FDC match for prawns) | 1/4 Cup olive oil (no FDC match for olive oil)","1/2 Cup tomato (sliced into wedges) => tomato [70.0g, FDC local:tomato] | 1/4 Cup red onion (cut into wedges) => onion [35.0g, FDC local:onion] | 2 cloves Garlic (crushed) => garlic [6.0g, FDC local:garlic] | 300 to 400 Grams blue crabs (alimasag) => blue crabs [350.0g, FDC local:crab] | 1 tablespoon Fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1/3 Cup okra (sliced) => okra [46.7g, FDC local:okra] | 1/2 Cup kangkong leaves => kangkong leaves [15.0g, FDC local:spinach] | 2 tablespoons red onions (chopped) => onions [16.0g, FDC local:onion] | 1 tablespoon Garlic => garlic [8.0g, FDC local:garlic] | 1 Cup tomatoes (chopped) => tomatoes [140.0g, FDC local:tomato] | 2 cups paella rice => paella rice [480.0g, FDC local:rice]"
ph_817,733,78.2,21.7,37.2,4.0,669,5.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2.5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,"Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water) | 1/4 Cup Leeks (sliced) (no FDC match for leeks) | 1/4 Cup water (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water) | spring onions (Chopped, for garnish) (missing quantity)","600 Grams chicken parts (legs and thighs) => chicken parts [600.0g, FDC local:chicken] | 2 tablespoons canola oil => cooking oil [27.2g, FDC local:cooking oil] | 1/2 medium red onion (sliced) => onion [55.0g, FDC local:onion] | 1 knob ginger (sliced) => knob ginger [100.0g, FDC local:ginger] | 4 cloves Garlic (crushed) => garlic [12.0g, FDC local:garlic] | 1 tablespoon Fish sauce => fish sauce [15.0g, FDC local:fish sauce] | 1 Cup squash (or kalabasa, cut into 1-inch cubes) => squash [140.0g, FDC local:squash] | 3/4 cups coconut milk => coconut milk [180.0g, FDC local:coconut milk]"
ph_818,80,7.4,4.2,3.6,0.4,337,2.9,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"2 tablespoons Salt (ignored seasoning/water) | water (as needed) (ignored seasoning/water) | 1 1/2 liters Oil (for deep frying, or as needed) (ignored frying oil reserve)","1 1/2 kilos pork pata (whole) => kilos pork pata [150.0g, FDC local:pork] | 1 teaspoon black peppercorns => peppercorns [2.7g, FDC local:corn] | 1 medium red onion (peeled, quartered) => onion [110.0g, FDC local:onion] | 1/4 Cup Soy Sauce => soy sauce [35.0g, FDC local:soy sauce] | 1/4 Cup Vinegar => vinegar [35.0g, FDC local:vinegar] | 1 tablespoon sugar => sugar [12.5g, FDC local:sugar]"
ph_819,459,46.3,2.4,28.0,0.2,745,0.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,3 cups water (or as needed) (ignored seasoning/water) | black pepper (to taste) (missing quantity),"2 tablespoons canola oil => cooking oil [27.2g, FDC local:cooking oil] | 2 cloves Garlic (peeled, finely chopped) => garlic [6.0g, FDC local:garlic] | 1 kilogram pork pigue (cubed) => pork pigue [1000.0g, FDC local:pork] | 1/2 Cup Soy Sauce => soy sauce [70.0g, FDC local:soy sauce] | 1/4 Cup Vinegar => vinegar [35.0g, FDC local:vinegar] | 5 cloves Garlic (peeled, lightly smashed) => garlic [15.0g, FDC local:garlic] | 1 1/2 tablespoons chili-garlic sauce => chili-garlic sauce [12.0g, FDC local:garlic]"
ph_820,633,80.6,14.7,26.5,2.9,1615,6.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2.5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,1 to 2 pieces green chilies (siling pangsigang) (no FDC match for chilies) | ground black pepper (to taste) (ignored seasoning/water),"3 tablespoons canola oil => cooking oil [40.8g, FDC local:cooking oil] | 600 Grams Chicken (cut into serving pieces) => chicken [600.0g, FDC local:chicken] | 1 medium onion (quartered) => onion [110.0g, FDC local:onion] | 1 tablespoon Garlic (chopped) => garlic [8.0g, FDC local:garlic] | 2 medium tomatoes (quartered) => tomatoes [240.0g, FDC local:tomato] | 3 tablespoons shrimp paste (or bagoong alamang) => shrimp paste [51.0g, FDC local:shrimp paste] | 2 teaspoons white vinegar => vinegar [10.0g, FDC local:vinegar] | 1 teaspoon white sugar => sugar [4.2g, FDC local:sugar] | 1/2 Cup okra (sliced) => okra [70.0g, FDC local:okra]"
ph_821,291,4.9,8.1,28.8,2.4,653,3.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2.5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,1 kilogram tanigue steaks (no FDC match for tanigue steaks) | Salt (to taste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water) | 2 teaspoons Leeks (sliced) (no FDC match for leeks) | 1 to 2 pieces green chilies (siling pangsigang) (no FDC match for chilies) | ground black pepper (to taste) (ignored seasoning/water),"1 tablespoon ginger (julienned) => ginger [8.0g, FDC local:ginger] | 1/3 Cup tomatoes (sliced into strips) => tomatoes [46.7g, FDC local:tomato] | 4 teaspoons shrimp paste (bagoong alamang) => shrimp paste [22.7g, FDC local:shrimp paste] | 1/2 Cup coconut cream => coconut cream [120.0g, FDC local:coconut cream] | 1/2 Cup coconut milk => coconut milk [120.0g, FDC local:coconut milk]"
ph_822,343,18.7,64.3,1.0,4.6,84,4.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=3. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"650 Grams Tamarind (Sampalok) (fresh, unripe, washed) (no FDC match for tamarind) | fish sauce (patis) (missing quantity) | 2 tablespoons Butter (no FDC match for butter) | 1 green finger chili (siling pangsigang) (minced, plus more for garnish (optional)) (no FDC match for finger chili)","150 Grams Shrimp (medium, trimmed) => shrimp [150.0g, FDC local:shrimp] | 1 medium red onion (minced) => onion [110.0g, FDC local:onion] | 2 cups red rice (uncooked) => rice [480.0g, FDC local:rice] | 1 Cup taro (gabi) (peeled and diced) => taro [140.0g, FDC local:taro] | 2 ripe native tomatoes (diced) => native tomatoes [240.0g, FDC local:tomato] | 2 cups kangkong leaves (sliced into thin strips; plus more leaves, blanced) => kangkong leaves [60.0g, FDC local:spinach]"
ph_823,774,75.8,61.7,24.0,4.5,985,15.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=11. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,23,20 pieces calamansi (juice only) (no FDC match for calamansi) | 4 bulbs lemongrass (tanglad) (pounded) (no FDC match for bulbs lemongrass) | 1 Cup Achuete Oil (annatto oil) (ignored frying oil reserve) | 1 Cup clear soda (we used Sprite) (no FDC match for clear soda) | 500 Grams Prawns (Sugpo) (cleaned) (no FDC match for prawns) | Calamansi Juice (missing quantity) | 2 tablespoons chives (chopped) (no FDC match for chives) | 2 red finger chilies (siling haba) (no FDC match for finger chilies) | 1 Cup olive oil (ignored frying oil reserve) | 1/4 Cup dry white wine (Optional) (no FDC match for dry wine) | paella seasoning (to taste) (missing quantity) | 1 teaspoon Italian seasoning (no FDC match for italian seasoning) | 1 teaspoon Spanish paprika (pimenton) (no FDC match for spanish paprika) | 2 teaspoons liquid seasoning (Optional) (no FDC match for liquid seasoning) | 2 teaspoons fresh basil leaves (chopped) (no FDC match for basil leaves) | Salt (to taste) (ignored seasoning/water) | black pepper (to taste) (missing quantity) | 250 Grams clams (cleaned and steamed) (no FDC match for clams) | 2 lemon (sliced into wedges) (no FDC match for lemon) | 1 8-ounce can pimiento (sliced into strips) (no FDC match for - can pimiento) | 12 pieces chicharon (no FDC match for chicharon),"1 Cup Soy Sauce => soy sauce [140.0g, FDC local:soy sauce] | 3 tablespoons Garlic (minced) => garlic [24.0g, FDC local:garlic] | 1/2 Cup brown sugar => brown sugar [62.5g, FDC local:sugar] | 1/2 Cup Vinegar => vinegar [70.0g, FDC local:vinegar] | 500 Grams pork (or liempo, sliced into 3-inch pieces) => pork [500.0g, FDC local:pork] | 500 Grams pork ((use pork chops), sliced into 3-inch pieces) => pork into -inch [500.0g, FDC local:pork] | 500 Grams Chicken (thighs and breasts, cut into 3-inch pieces) => chicken [500.0g, FDC local:chicken] | 1 kilo Squid (Pusit) (cleaned and sliced into rings) => kilo squid [100.0g, FDC local:squid] | 3 tablespoons Achuete Oil (annatto oil) => achuete oil [40.8g, FDC local:annatto oil] | 3 cloves Garlic (chopped) => garlic [9.0g, FDC local:garlic] | 3 tablespoons Vinegar => vinegar [45.0g, FDC local:vinegar] | 3 teaspoons sugar => sugar [12.5g, FDC local:sugar] | 2 tablespoons Garlic (minced) => garlic [16.0g, FDC local:garlic] | 3 Small white onion (chopped) => onion [330.0g, FDC local:onion] | 3 medium tomatoes (chopped) => tomatoes [360.0g, FDC local:tomato] | 5 cups Spanish bomba rice (or calrose rice) => spanish bomba rice [1200.0g, FDC local:rice] | 1/2 Cup Tomato sauce => tomato sauce [70.0g, FDC local:tomato] | 5 to 7CUPS cups chicken stock => chicken stock [840.0g, FDC local:chicken] | 2 cubes chicken bouillon cube (crushed) => cubes chicken bouillon cube [200.0g, FDC local:broth] | 250 Grams mussels (cleaned and steamed) => mussels [250.0g, FDC local:mussels] | 6 pieces baby corn (sliced in half) => baby corn [600.0g, FDC local:corn] | 2 Salted Egg (itlog na maalat) (peeled and sliced into wedges) => salted egg [100.0g, FDC local:egg] | 12 Cherry tomatoes (sauteed) => cherry tomatoes [1440.0g, FDC local:tomato]"
ph_824,88,6.6,13.3,0.7,0.6,731,0.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=8. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"1 teaspoon ground black pepper (no FDC match for pepper) | 2 tablespoons canola oil (or more, for deep-frying) (ignored frying oil reserve) | 3 tablespoons adobo flavored mix (no FDC match for adobo flavored mix) | 3/4 Cup water (ignored seasoning/water) | Salt (tot aste) (ignored seasoning/water) | ground black pepper (to taste) (ignored seasoning/water)","3 cloves Garlic (peeled, smashed) => garlic [9.0g, FDC local:garlic] | 3/4 Cup Soy Sauce => soy sauce [105.0g, FDC local:soy sauce] | 1 2 1/2 kilo Chicken (cut into 8 pieces) => kilo chicken [100.0g, FDC local:chicken] | 3 cloves Garlic (peeled, sliced thinly) => garlic [9.0g, FDC local:garlic] | 1 Cup all-purpose flour => all-purpose flour [125.0g, FDC local:flour] | 1 teaspoon Vinegar => vinegar [5.0g, FDC local:vinegar]"
ph_826,395,28.4,14.6,24.1,2.9,557,5.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"1/2 Cup bottled tamarind pulp (or 1 small sachet sinigang na sampaloc mix) (no FDC match for bottled tamarind pulp) | 1 medium radish (labanos) (sliced) (no FDC match for radish) | 5 green finger chili (siling pangsigang) (or to taste) (no FDC match for finger chili) | 1/2 Cup cilantro (wansoy) (chopped, plus extra to garnish) (no FDC match for cilantro) | Salt (to taste) (ignored seasoning/water) | black pepper (to taste) (missing quantity) | fish sauce (patis) (to taste) (missing quantity) | 2 bunches Mustard Leaves (Mustasa) (no FDC match for mustard leaves)","2 tablespoons vegetable oil (divded) => cooking oil [27.2g, FDC local:cooking oil] | 2 medium onion (chopped) => onion [220.0g, FDC local:onion] | 3 tablespoons Garlic (minced) => garlic [24.0g, FDC local:garlic] | 1 thumb-sized piece ginger (chopped) => -sized ginger [15.0g, FDC local:ginger] | 3 native tomatoes (chopped) => native tomatoes [360.0g, FDC local:tomato] | 3 tablespoons miso paste (local) => soybean paste paste [51.0g, FDC local:soybean paste] | 500 Grams salmon (use salmon steaks) => salmon [500.0g, FDC local:salmon]"
